id,title,year,avg rating,no. of ratings,avg complexity,min players,max players,min play time,max play time,categories,types,mechanisms,description,image

Given Up for Dead covers Wake Island and Utmost Savagery takes on the lesser-known invasion of Peleliu. Designer Steven Cunliffe tackles both battles with innovative systems that challenges players to mix boldness with good tactics. They must gain objectives but minimize casualties...as the historical commanders would have liked to do.

The Islands of the Damned comes with 175+ large, full-color 5/8 diecut counters, and two separate 17x 22 full color mapsheets.

You will be commanding the American forces in each game, challenged with doing far better than the historical outcomes. Can you save most of your troops from the Islands of the Damned?

",http://cf.geekdo-images.com/AL3lrj4H5muQY8gfexah-4Q0GRA=/fit-in/200x150/pic1729866.png

4215,One-Page Bulge,1980,6.08316,95,2,2,2,120,120,Wargames,Wargame World War II ,Hex-and-Counter,"Created by Steve Jackson as an attempt to produce a workable simulation of the Battle of the Bulge with only an A4 side of rules.

The game comes in the micro-game format (basically a plastic box approx 10cm x 20cm x 1cm), with a single sheet of glossy paper about A3, including the map and rule sheet, that needs to be cut apart with scissors, and a card of counters (about 9cm x 18cm) that also needs to be separated with scissors or a knife.

",http://cf.geekdo-images.com/DW4eFMHO8HOSdyx6dAj5jPTqdAk=/fit-in/200x150/pic69353.jpg

1408,Gammarauders,1987,5.79438,375,2.0851,2,6,120,120,Thematic Wargames,Science Fiction Wargame ,Dice RollingModular Board,"Each player plays a large cybernetic creature known as a bioborg, which wanders about a radioactive science fiction landscape.  Bioborgs are large, humorously dangerous looking creatures with names such as Elvin the Tyrexian (a mutated T. Rex) or Kizaro the Chimpanzero.  The goal is to increase your strength and weaponry and stomp other players' bases before your own is stomped.  
Expanded by Revenge Of The Factoids with additional Bioborgs, tiles, and unit types.

Expanded by:

    Gammarauders: Revenge of the Factoids




",http://cf.geekdo-images.com/I2SRe_Wu0qwahXeM2TGmSFxGdKY=/fit-in/200x150/pic4374.jpg

153103,Mensch Ã_rgere Dich nicht: Das Kartenspiel,2014,6.28889,63,1.6667,2,4,30,30,,Card Game ,Hand Management,"With Mensch rgere Dich nicht: Das Kartenspiel, designers Kramer and Kiesling have tried to recreate the frustration of the board game, what with your pawns constantly being sent back to start, using only cards.

To set up the game, lay out the number cards (1-40) in rows, using two copies of the 1-10 cards if playing with 3-4 players. Shuffle the dice cards, then deal two to each player. On a turn, a player plays one die card (which shows values from 1 to 6), then either starts a new row of cards or adds to an existing row.


    To start a new row, take the card showing this number from the display and place it in front of you; when starting a row, you can choose to play both die cards instead of only one.



    To add to a row, add the die value played to the number on the top card of one of your rows, then take this card from the display.


If another player has used a desired card in one of her rows, steal it from her row and use it for yourself. You can have at most three rows in progress. At the end of your turn draw back up to two die cards.

When you play a die card to place the 40 card on a row, you then score the row, earning one point for each card in the row plus one point for each star on cards in that row. Record this score on paper, then return these cards to the display.

The game ends when a player scores 30, 35, or 40 points, with this total being dependent on the number of players: 2, 3, or 4.

",http://cf.geekdo-images.com/kEmLarNvBFmP-Med0Nrug_HHBJ4=/fit-in/200x150/pic1886278.png

143085,7 Dice Wonders,2013,6.785,40,1.8333,1,4,20,20,,Ancient Civilization Dice Print & Play ,Dice RollingPaper-and-PencilSet Collection,"A Print And Play dice game based on 7 Wonders by Antoine Bauza from Repos Production. The artwork (for the icons) is based on the original artwork by Miguel Coimbra.

This game was created for the ""In-A-Tin"" / ""Express"" Print-and-Play Design Contest - Discussion Thread and shall forever be a free print and play game, by a fan for other fans of the original.

It won the contest (1st Place (Overall Game))

Add. categories:
1st Place Best In-A-Tin Game
1st Place Best Express Game
1st Place Best Express Game that fits In-A-Tin
1st Place Best Solitaire Game
2nd Place Game with the Best Cover/Label Art

Gameplay:
Players roll six of the seven dice per round (age). They will reroll first four then two dice. And finally spend the results of the roll on several avenues on the scorecard: War, Victory Points, Wonder Building, everything is possible.

After three rounds (ages) the totals are made and the military strengths are compared - to adjust the final results.

The player with the highest total in victory points is the winner.

Components:
7 Dice. 7 Cards. 1 Scorepad

",http://cf.geekdo-images.com/4LCB8asP2IEOHYaUHfuHuvGOD-Q=/fit-in/200x150/pic1732648.png

8531,PDQ: The Pretty Darn Quick Word Game,2003,6.39661,59,1,1,12,20,20,Children's,Card Game Children's Game Educational Word Game ,,"Quick! Try to make a word out of the letters SMP. Sound SiMPle? How about PTR. Get the PicTuRe? In this lightning fast party game, it's an all-out race to be the first player to shout out a word using all three letter cards in play. Each round starts with a different set of letters - it's up to you to fill in the blanks. Whoever has the most cards at the end of the game is the WNR!

Awarded the Oppenheim Toy Portfolio Gold Award

",http://cf.geekdo-images.com/zPlWBp2lG_CjRW3XmmUiTvkpX9s=/fit-in/200x150/pic472773.jpg

142277,Der Millionen Coup,2013,6.67857,42,2,2,4,40,40,,Real-time ,Co-operative Play,"You are security experts trying to get a job at a bank. To do this, you must prove that the current security system is not sufficient. How? By robbing the bank. You have forty minutes to unlock doors, deactivate security systems, and find out the combination to the vault. The bank is well-protected, though, and you had better not encounter the guard or trigger the alarm.

Der Millionen Coup is a cooperative game with a real-time engine. Every action takes time, and players can perform only one action at a time. The game is split into two phases: preparation for the coup and the coup itself. During preparation, players can explore the bank, learn additional skills, and forge one of the available plans. Players freely decide when to switch to the coup phase and carry out their plans. You have only forty minutes total for both phases, so plan carefully!

Der Millionen Coup includes 32 scenarios and 12 bank plans, so the next coup won't be the same as the last...

",http://cf.geekdo-images.com/IQTNtr7Sd0ComJ5hyKIomrjD4FU=/fit-in/200x150/pic1753087.jpg

69638,Goblin Market,2010,6.67073,41,1.3333,3,6,30,30,,Card Game Economic Fantasy ,Auction/BiddingStock Holding,"Backwards up the mossy glen
Turned and trooped the goblin men
With their shrill repeated cry,
Come buy, come buy.

Dealing with goblins is always a struggle with temptation, leading through in the loss of innocence, ultimately revealing the power of sisterhood. Yet goblins are oblivious to symbolism. For them, it is just a matter of economics.

This Decktet game, inspired by Christina Rossetti's poem of the same name, is a series of auctions in which players buy cards on the goblins' terms: They'll give you coins for nothing, until you've won some auctions --- but later, your only way to get more coins will be from your fellow players.

This description is adapted from the Decktet Book, where the game first appeared.

Rules: Decktet Wiki

",http://cf.geekdo-images.com/__N-Rt4aA3cgnvsp-AgWpxzn5ro=/fit-in/200x150/pic738724.jpg

161109,Speakeasy,2014,6.37177,62,2.1429,2,2,30,30,,Abstract Strategy Bluffing Deduction Mafia Memory ,MemoryPoint to Point MovementRock-Paper-ScissorsSecret Unit Deployment,"It's the 1920s during the time of Prohibition and its famous speakeasies. Will you succeed in finding your opponent's speakeasy with your clan of gangsters before he finds yours?

To set up Speakeasy, each player places his 25 pieces on the game board with the values visible only to him. Players then take turns moving along the streets and alleys, even entering the buildings that serve as a stash. When two pieces meet, the piece with the highest value scares away the opponent, removing him from the city. Special pieces move faster than others or scare away all opponents before disappearing themselves.

Inspired by Lu Zhan Qi, a Chinese game that has proven its excellence for many years, Speakeasy requires memory and anticipation in games full of bluffing.

",http://cf.geekdo-images.com/qTonyShh634HXEgIUuaSimGISuM=/fit-in/200x150/pic2061044.jpg

4503,Grand Prix: F1,2002,6.6186,43,2,3,8,45,45,,Racing Sports ,Hand Management,"Racing game, which can be played as a simple roll-the-dice-and-move game for younger players or as a strategy game where each player has a identical set of cards of Fuel points. Blocking other cars at key spaces will force opponents away from the optimal lane thus spending more fuel than necessary. Extra Fuel may be acquired (or lost!) at key spaces or by making Pit stops, which may also be necessary to change from dry to wet tires or vice versa.

",http://cf.geekdo-images.com/eYZsGvEQ7nEMF8VBoD8oFV6nKCg=/fit-in/200x150/pic14380.jpg

14088,Starfight,2004,6.80714,42,1.3333,2,4,30,30,,Print & Play Science Fiction Wargame ,Dice RollingHex-and-Counter,"Starfight is a fast game of starships combat. The game is playable virtually by an unlimited number of players. You will need, beyond the content of the PDF file, a lot of dice: an average of 8 six-sided dice per player.

Each player controls a starship and must destroy all the other starships in order to win the game. The game takes place in a time when the engines were not 100% efficient, therefore they produce energy at an inconstant rate. The ships are all armed with powerful laser guns and use energy shields to protect themselves.

Expanded by:

    Starfight: Expansion Pack I â€“ ships
    Starfight: Expansion Pack II â€“ Starmaps
    Starfight: Expansion Pack III â€“ ships
    Starfight: Expansion Pack IV â€“ Death Cube
    Starfight: Expansion Pack V â€“ Ships
    Starfight: Expansion Pack VI â€“ Battleships
    Starfight: Drakus Empire Captains
    Starfight: Mohrg Empire Captains
    Starfight: Star Captains




",http://cf.geekdo-images.com/kli-lefcUQh0isxV9cy_0-a7kus=/fit-in/200x150/pic56814.jpg

8353,"Triumphant Return: The Soviet Liberation of Kiev, November 1943",1998,7.17161,31,3.25,1,2,240,240,Wargames,Wargame World War II ,Hex-and-Counter,"Triumphant Return: The Soviet Liberation of Kiev, November 1943, is an operational level simulation of the battle for Kiev that took place during November and December 1943.

The successful offensive of early autumn 1943 found the Soviets with several bridgeheads over the Dnepr River. The largest of these, located north of Kiev, erupted on 3 November as infantry and tank units of the 1st Ukrainian Front burst through the German line. Soon Soviet tank columns were racing to the distant towns of Fastov and Zhitomir, mauling several German panzers divisions hastily brought up to stem the Red tide. On 12 November, however, the Germans managed to assemble a powerful striking force centered around the 1st and 1st SS Panzer Divisions, threw them at the overextended formations of the Red Army, and rolled them back. Over the next four weeks the action see-sawed back and forth as reserves were committed and attack followed counterattack.

One side represents the German forces of the 4th Panzer Army while the other side controls the Red Army forces of 1st Ukrainian Front. It uses the highly popular game system used in Ring of Fire and East Wall.

Game Scale:
Game Turn: 4 to 8 days
Hex: 4.3 miles / 7.0 kilometers
Units: Battalion to Corps

Game Inventory:
One 17 x 22 full color mapsheet
One dual-side printed countersheet (240 1/2 counters)
One 24-page Triumphant Return rulebook
Four dual-side printed Player Aid Cards

Solitaire Playability: High
Complexity Level: Low
Players: 2 or more
Playing Time: 1-5 Hours

",http://cf.geekdo-images.com/KHVUZiiChu0OiF1pfSJjk1Gp14g=/fit-in/200x150/pic122009.jpg

158487,Dragon Tides,2015,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1

39080,IGOR: The Monster Making Game,2008,5.87833,150,1.1304,1,4,20,20,Family,Dice Horror ,Dice RollingPress Your Luck,"The players are Mad Scientists creating fearsome monsters for the Evil Science Fair. Whoever completes the most monsters will win the prize. It takes various combinations of parts to create each monster, but be careful! Leaving unfinished work on the table could let someone else sneak in to finish it and claim the monster as their own. Just remember, only those who actually yell Pull the Switch! can lay claim to a monster.

According to the publisher the main changes were inclusion of rules for solitaire play, an altered the assortment of point cards in the game, and a couple of basic rule changes.

Re-implements:

    Code Cracker




",http://cf.geekdo-images.com/mNk0BFErADIDFrbhpQe8z28tcJc=/fit-in/200x150/pic403443.jpg

7058,Nicaragua,1988,6.32324,71,2.7692,2,2,180,180,Wargames,Modern Warfare Political Wargame ,Area Movement,"Nicaragua! Revolution in Central America. Published as a magazine game in Strategy  Tactics magazine #120.

[A] simulation of the guerrilla warfare that has been a way of life in Central America for years. Although the game is set in Nicaragua and portrays the Somoza vs. Sandinista vs. Contra conflicts, it does not attempt to simulate those events in minute detail ... Nicaragua! shows how modern revolutionary warfare works. The game involves both military and political struggles and includes such decisive factors as intelligence operations and propaganda. In the game, one player assumes the role of the Government, the other player is the Rebel. Each uses his political forces to gain popular and foreign support, raise forces, and demoralize the enemy. Each uses his military forces to hunt down and neutralize or eliminate his opponent ... Players must be able to manipulate both military and political forces in order to win.

",http://cf.geekdo-images.com/Nv6XMflYoB-Z-ovjkzJ1US3V8AE=/fit-in/200x150/pic52714.jpg

9577,Across Suez,1980,6.04545,110,2,2,2,120,120,Wargames,Modern Warfare Wargame ,Hex-and-Counter,"Across Suez is an operational level simulation of the Battle of Chinese Farm, 15 October 1973. The Israeli high command planned to cross the Suez Canal in order to isolate the Egyptian Third Army, but two Egyptian divisions threatened to block the Israeli counteroffensive. Across Suez is a relatively simple, yet challenging recreation of the wildest and most important battle of the October War. Such elements as surprise and shock of first combat, combined arms combat, Canal crossing, as well as artillery bombardment and support have been captured in a game system that is easily grasped and yet allows subtle strategic decisions on both sides. Across Suez contains an 11 x 17 map of the area around Chinese Farm in the Sinai, 100 cardboard playing pieces, rules booklet, and various playing aids.

Also published by Hobby Japan in Basic 3, together with Bulge and Leningrad.

",http://cf.geekdo-images.com/6qS70glLrGLGsEyKCZeGFKhxUYU=/fit-in/200x150/pic44328.jpg

5276,"Verdun, The Game of Attrition",1972,6.71489,47,2.1429,2,2,120,120,Wargames,Wargame World War I ,Hex-and-Counter,"Verdun is an operational game of the German attack on Verdun. The game includes special rules for Demoralization, German flamethrower units, French fanaticism and Phosgene gas attacks.

Contains 300 counters

",http://cf.geekdo-images.com/0rsEwZ4nrjf4BioGoWBzC6dHC44=/fit-in/200x150/pic487705.jpg

18579,The Nightmare Before Christmas TCG,2005,6.55439,57,2,2,6,45,45,Customizable,Card Game Collectible Components Horror Movies / TV / Radio theme ,Hand Management,"The Nightmare Before Christmas TCG is an interactive, fast-playing trading card game suitable for any number of players. Each player manages his or her own version of Halloweentown, complete with its own Characters straight out of Tim Burton's film and its own set of Locales for those Characters to haunt, as well as Creations built by the Characters and Surprises to keep the game full of action and suspense.

Each game lasts for 12 Rounds (the 12 Days until Christmas), during which time each player creates the scariest version of Christmas he or she can. The players do this by playing Characters into their own versions of Halloweentown, and by using those Characters to build terrifying Christmas Creations.

At the end of the 12th Day, the player with the most Scare Points in his or her Halloweentown wins the game!

(This game has run out of print. A third expansion, The Real World, was planned and sacked)

",http://cf.geekdo-images.com/EUuqnZGG9E8LmyvU5ndaDnENsUw=/fit-in/200x150/pic199330.jpg

17209,Cineplexity,2007,5.73579,299,1.129,4,10,20,20,Party,Movies / TV / Radio theme Party Game Real-time ,,"Out of the Box calls it The Game Where Movie Fans Connect!

Can you name a film taking place over the holidays AND features a character in a uniform? Then Cineplexity may be the movie game for you! Players try to be the first to name a movie that meets the criteria on two different Cineplexity cards.

Each of the 315 cards has a description from one of nine categories: Actors, Characters, Critiques, Genre, Production, Props, Scenes, Setting and Theme. Two cards are shown at a time. Who will be the first to think of a movie set In the Future that Contains Foreshadowing? If you come up with a name that players agree satisfies both cards, you win the oldest of the two cards, and a new card is added. So now the challenge might be to find a title that Contains Foreshadowing and has a Dance Sequence. And so on. If everyone is stumped you add a third card, and they must find a title that satisfies two of the three cards. Six to ten points (cards) are needed to win, depending on the number of players.

",http://cf.geekdo-images.com/9Io0TGREqObGbVue8fZ2_uJzUW8=/fit-in/200x150/pic213545.jpg

73253,Chalons: The Fate of Europe,2010,6.76786,42,1.875,1,2,60,60,,Ancient Wargame ,Hex-and-CounterSimulation,"(from Decision Games' website:)

Throughout the mid-5th century AD, Attila's Huns terrorized Europe. The skill of the Hun horsemen, particularly their accuracy with the composite bow while mounted, made them a veritable shock army. They continued to bring victory after victory to Attila, making him the master of Central Europe. After years of conquest, oppression and extortion, however, Attila's recent invasion of Western Europe would be challenged: a remnant Roman army, under the command of Flavius Aetius, was sent to stop him on a field known as the Catalaunian Plain, near the village of Chalons. The Battle of Chalons would decide the fate of Europe.

Chalons utilizes the tried-and-true Battles of the Ancient World system, providing a simple yet accurate portrayal of ancient warfare. The combat system is intuitive, including all of the details that characterized warfare in the era of sword and shield. Various units may simply be swordsmen, while others may be archers or javelin throwers, horsemen, etc. The system includes rules for leaders, charges, melee, diversionary attacks, demoralization and more. A group of barbarians, for example, may be ordered to charge an enemy phalanx that had already hurled their javelins. As the barbarians near the phalanx, however, they may be ambushed by enemy ballistas hidden behind the ranks and waiting to disrupt just such a charge.

In Chalons the traditional design of the classic Combat Results Table emphasizes playability while also simulating the true strictures of ancient warfare. Famous leaders, such as Attila, also influence combat, replicating the importance of their presence during battle. Winning will depend on deployment, maneuver and opportunity, as well as the strengths and weaknesses of each particular army.

Contents:

    17 x 22 (43 x 56 cm) terrain map
    100 die-cut counters
    One Standard Rules booklet for this series
    One Exclusive Rules booklet for this title




",http://cf.geekdo-images.com/cffo2CAuEEZ06AI0b-pY5SG06xo=/fit-in/200x150/pic749072.jpg

11011,Ancient Conquest,1975,6.62111,45,2.3333,4,4,300,300,Wargames,Ancient Wargame ,Hex-and-Counter,"Ancient Conquest is a classic and highly rated multiplayer game covering at a grand strategic level the rise and fall of empires and peoples in the ancient near east. Roughly covering the period from the New Kingdom of Egypt to the Age of Four Kingdoms (chronologically from 1500 BC to 600 BC), the game combines the diplomacy and political objectives of the involved peoples and empires of this period with a fast-moving and playable combat system. Ancient Assyria, Egypt, Babylon and the Hittites are all included, as well as numerous other powers.

Ancient Conquest is a highly accurate game, historically speaking, though it is built around some elegantly simple mechanisms.

",http://cf.geekdo-images.com/fob9CX6ycvMHcuEKFb5Ss8z4Uvg=/fit-in/200x150/pic1068531.jpg

6720,Warplan Dropshot,2002,6.88158,38,2.5,2,2,180,180,Wargames,Modern Warfare Wargame ,Hex-and-CounterSimulation,"Strategic game of Nuclear warfare in the 1950's

Nuclear warfare, economic aspects  and strategic movement is conducted on the small strategic map while the main battle is resolved on the larger European map

",http://cf.geekdo-images.com/Hm5WQbFp0g4VPZezCHw7WW4ARlw=/fit-in/200x150/pic59848.jpg

19399,Socken zocken,2004,6.00536,112,1.0909,2,6,10,10,Children's,Children's Game ,Pattern RecognitionSet Collection,"As soon as a player has collected five pairs of socks he has to grab the sock monster. The player who grabs the sock monster receives a clothes-peg. The first player that has obtained 3 clothes-pegs is the winner.

Ages 4-99

",http://cf.geekdo-images.com/lQV_h_ShPQUkaFuLg46c5XyKyn0=/fit-in/200x150/pic604545.jpg

8727,USN,1971,6.23214,84,3.55,2,2,360,360,Wargames,Wargame World War II ,Hex-and-Counter,"Strategy  Tactics magazine #29.

USN deals with the air, land and sea warfare in the Pacific between 1941 and 1943. Each hex represents over 200 miles. Each turn represents a week's operations. Land unit counters represent divisions or regiments. Air units represent multiples of 10 planes. Virtually the entire Pacific is shown, from east of Hawaii to west of Java. Across this wide expanse, naval units (individual aircraft carriers, groups of everything else) fight in one of the most complex campaigns in history. The air, land and naval forces all operated under different conditions. There are five different Combat Results tables used to accomodate everything from torpedo attacks to bayonet charges. The CRT's represent abstract battle actions. There are three campaign games plus three shorter mini scenarios.

Game Equipment: one 22 x 28 map, 400 1/2 counters, rulesheet (folding roadmap variety), games charts  tables.

Reimplemented by:

     USN Deluxe




",http://cf.geekdo-images.com/3Lznaw0oRhQj1wzwIEE9A0LjLrc=/fit-in/200x150/pic62569.jpg

136085,Die verzauberten Rumpelriesen,2013,6.75132,38,1,2,4,15,20,,Action / Dexterity Children's Game ,Co-operative PlayMemory,"In Die verzauberten Rumpelriesen, the magician players want to find imps hiding in the leaves that cover the forest floor around them  but they must search carefully to find these imps so that they don't wake the sleeping giants guarding the land. Oh, and they'll need to search quickly, too, or else the giants will wake from the sleeping spell cast on them and run the searchers out of the forest. Who can combine speed, control and a good memory to find the imps where they hide?

To set up, players place the 16 imp tokens in the holes on the game board, cover these imps with the 85 cardboard leaves included in the game, then place one large wooden giant on each corner of the board. On a turn, the active player reveals a search card showing one of the imps. An opponent flips the sand timer, then the player uses her magic wand to push the leaves aside and (fingers crossed!) find the imp on the search card. She can use her wand to move the giants as well, but if they fall off the game board  or even so much as a single leaf falls  the giants awaken and chase the player away empty-handed. If the player reveals the target imp, though, she keeps the search card to record her find. After each search, players cover the board again and return the giants to their places. In the end, whoever has collected the most search cards wins!

Die verzauberten Rumpelriesen includes rules for cooperative play, with the players using their wands together to search for the imps one by one as they're revealed by the search cards. If the players find more than eight imps without the giants awakening, they win.

",http://cf.geekdo-images.com/hrfUmQw2T1p4T46PFOFt_xDQZRI=/fit-in/200x150/pic1536859.jpg

984,Name Burst,1992,6.1629,62,1.8333,3,10,30,30,,Party Game Trivia ,Partnerships,"Name Burst is a twist on your standard party guessing game (see Taboo, Pictionary, etc.).  In this game, you try to get your partner to say as many of the ten names on your card as possible in the allotted time.  There are very few restrictions on clues.  The main twist in Name Burst is that there aren't set teams -- each player rotates giving clues to every other player, with both players scoring the full number of points each round.

",http://cf.geekdo-images.com/XXf_40a8FU5S2dbQppWyfZunWWU=/fit-in/200x150/pic9126.jpg

161148,Monsoon Market,2014,6.79977,44,2,2,4,20,20,,Ancient Card Game Economic Nautical ,Commodity SpeculationSet CollectionVariable Player Powers,"Congratulations! You own a port city in an era of peace and profit on the Indian Ocean. While rare goods sail between East Africa and China, build your fortune fast in the Monsoon Market!

This game is a race to get 15 or more seals of approval from Zheng He, the famous mariner sailing the full span of the Monsoon Market, judging ports along the way.

You earn seals by acquiring Goods, then fulfilling Orders with those Goods. The more accurately you fulfill an order, the more seals you get!

",http://cf.geekdo-images.com/n9yp2GOtfrDAWBHRdjHJ6zD8mtA=/fit-in/200x150/pic2060337.jpg

121322,Knights of Ten,2012,7.27532,47,1.4444,2,4,30,30,,Card Game Fantasy ,Trick-taking,"Knights of Ten is primarily a game for two, but can also be played by four competing in teams. You're trying to collect as much gold as possible each round, and the player (team) with the most gold after the predetermined number of rounds wins.

Each round, players start with seven cards in hand; cards feature numbers from 1 to 10, as well as negative numbers, cards that can be either positive or negative, and special plays such as the dragon and wizard. One player leads by playing a card to her horde (the table in front of her); if she plays a 1, she can play again immediately. The next player must follow  playing to his own horde first  and have an equal or higher total in his horde at the end of his turn. If he can't, he loses the trick; if he can, the opponent gets to play again and play continues back-and-forth until one player loses.

Whoever wins collects 1 gold, plus 1 Gold for each Gold card in the pot. The winner draws one card and either keeps it or keeps the next card in the deck; the loser draws two cards (one of them being the card left by the other player, if any). Play continues until all 16 Gold have been claimed, at which point a winner is determined for the round.

In a four-player game, you and your teammate share a horde and take turns playing into it.

",http://cf.geekdo-images.com/L85JzVvyALWDNGKdI0WqLrV07ZY=/fit-in/200x150/pic1252390.jpg

5935,Drive on Frankfurt,1987,6.77024,41,2.7,2,2,120,120,Wargames,Modern Warfare Wargame ,Hex-and-Counter,"Drive on Frankfurt: NATO-Soviet Future Warfare in West Germany, is the theme of the first game published in CounterAttack magazine No.1 (October 1987).  One player controls the NATO forces and the other player, Soviet (based on the weapons of the day... 1987).

Points are awarded for control of urban and town centres and for NATO unit losses.  The net Soviet points determine the Victory level.

The game is notable for the following rule:

13.2 Nuclear Weapons - Either player, feeling his position is hopeless, may overturn the game table.  He forfeits the game, but we hope he enjoys losing so spectacularly.

Game Scale:
Turn: 12 hours
Hex: 2.4 miles / 4 km
Unit: Platoon to Brigade

Game Inventory:
One 22 X 34 mapsheet
One countersheet (200 1/2 counters)
One 20 page rules booklet

",http://cf.geekdo-images.com/Z1m5fUKJFIX1SQ63s13wtxJ_aKE=/fit-in/200x150/pic145850.jpg

92591,Das groÃŸe Kullern,2011,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1

56195,Galaktico,2009,6.7561,41,3,2,3,40,40,Abstract Wargames,Abstract Strategy Fighting Science Fiction ,Hand ManagementHex-and-CounterMemoryRock-Paper-Scissors,"A game of tactical space combat.

Equip your spaceships with weapons and shielding and fight for dominion in this edge of the galaxy. Use the special abilities of your space ships to your advantage, fly through hyperspace, destroy an opponent's space station or capture his destroyers.

Every game will be different, because of the enormous possibilty of combining your equipment.

The proper use of the movement mechanism of hyperspace jumps is the key to victory.

",http://cf.geekdo-images.com/VXiLzx7WmtadPRY6-cZuRVPDe1Y=/fit-in/200x150/pic582602.jpg

37755,Scallywags,2008,6.09469,113,1.1333,2,6,15,15,,Card Game Pirates ,Chit-Pull SystemSet Collection,"Avast! Belay your bickering and gives us our treasure!

Scallywags, originally available as a print-and-play game titled Doubloons!, is a light-hearted game in which players are swashbuckling pirates divvying up their booty.

To start the game, a selection of coins are dumped in the center of the table to form the loot pile. These coins are marked on only one side and are left face-up or face-down as they fall. On a player's turn, he can either take a face-down coin from the pile and add it to his stash or play one card (from three in his hand) to take face-up coins, steal from others, give coins to opponents, and more.

Why would you want to give coins to others? Because once a player has ten coins, he can't receive any more  which means you want to stuff them with all the pennies while making a play for the gold yourself. Once all players have collected ten coins, the game ends and the player with the most valuable stash wins!

",http://cf.geekdo-images.com/T71I5hTVxv6cXPc4F3nXLlXZH3A=/fit-in/200x150/pic1391556.jpg

76487,Tricked-Out Hero,2014,6.47776,49,1.6667,2,6,60,60,,Card Game ,Dice RollingTrick-takingVariable Player Powers,"Defending the realm takes bravery, strength, and to be totally tricked out. Collect as many magic, melee, and health tricks as you can while avoiding the monster tricks.

In Tricked-Out Hero, players select a character class, then play hands of cards to improve their health, magic, or melee strength based on what tricks are taken before facing monsters in battle. But beware, if you take tricks with spades, they add to the strength of the monster that you face off against at the end of the round. Players play through three levels with several monsters, and the player with the most victory points from defeated monsters and collected wins.

",http://cf.geekdo-images.com/hXW0s_gFPoI6_u6HhzVW3-042hY=/fit-in/200x150/pic770704.jpg

74312,"The Rhineland War, 1936-37",2011,7.18,30,3.25,1,2,240,240,,Wargame World War II ,Hex-and-Counter,"The Rhineland Crisis War, 1936-37, designed by Joseph Miranda,is a strategic-level simulation of intermediate complexity that covers an alternative World War II in Europe, one that began in 1936. The assumption is, when Hitler ordered his army to march into the Rhineland, the Allied powers, instead of appeasing him, ordered their armed forces to resist. The ensuing chain of events leads to the war expanding throughout Europe. A war fought at that time wouldve found all European militaries woefully unprepared.

Central to the play of the game are its crisis chits. They represent various diplomatic and military events that could bring other powers into the war. Players pick crisis chits depending on the number of crisis hexes (printed on the map) they control. The more such hexes they control, the greater the chances they have of gaining more allies. At the same time, grabbing too much territory can lead to political collapse at home, as domestic foes work to undermine your power before the conflict explodes into a wider war.

Rhineland Crisis War is a two-player game. One player commands the Axis, controlling Germany and the countries that choose to align with Berlin. The other is the Allied player, who controls the anti-German forces. Each hex on the map represents 62 miles (100 km) from side to opposite side. Each full game turn represents one month. Units of maneuver are corps and armies.

Special rules cover: crises, political collapse, reinforcements, replacements, terror bombing, railroads, fog of war, airpower, naval and amphibious operations, weather, neutrals, the Soviet Union, armistice and surrender, the Spanish Civil War, expeditionary forces, airborne units, air transport, fifth columns, alpine units, and anti-aircraft units. The turn sequence is as follows.

I. Axis Player Turn
 A. Axis Mobilization Phase
 B. Axis Terror Bombing Phase
 C. Axis Movement Phase
 D. Axis Combat Phase
 E. Axis Rally Phase
 F. Axis Crisis Phase
II. Allied Player Turn
 A. Allied Mobilization Phase
 B. Allied Terror Bombing Phase
 C. Allied Movement Phase
 D. Allied Combat Phase
 E. Allied Rally Phase.
 F. Allied Crisis Phase
III. End of Turn Phase

",http://cf.geekdo-images.com/zRKW1EAHHSzh3wwJKf0BWPw_s_I=/fit-in/200x150/pic996006.jpg

4252,Bulge,1979,6.27711,83,2.3571,1,2,60,60,Wargames,Wargame World War II ,Hex-and-Counter,"Divisional sized game on the Ardennes offensive in 1944 on a small map and with short rules. The German objective is to blast the American lines and exit as many units as possible on the West and North West edges of the map.

Central to the system are the supply rules. Supply lines are interdicted by possession and proximity (3 hex range) to bridge hex-sides. Victory is checked at the end of every turn where the Germans will compare VPs collected against the Victory conditions. If Victory conditions are not met, play continues.

",http://cf.geekdo-images.com/HEwYwPoY5ILOxZJXLgvB4i2lvdE=/fit-in/200x150/pic44336.jpg

35247,Qubix,2011,5.8585,147,2,2,5,20,20,Abstract,Abstract Strategy ,Pattern BuildingTile Placement,"Qubix is a three-dimensional strategy game in which players take turns removing available blocks of 1, 2, or 3 cubes in several colors from a central pile and adding them to players' piles (to a maximum of three levels) to create specific patterns and earn points. If a player completes a pattern on another player's pile, both players earn points.

",http://cf.geekdo-images.com/Va4tRe3u-uO-f347c9RIWBBa1D4=/fit-in/200x150/pic973556.jpg
